1.0,3.8724696356275303
2.0,3.4018691588785046
3.0,3.1610169491525424
4.0,2.3846153846153846
5.0,3.267857142857143
6.0,3.8846153846153846
7.0,3.2830188679245285
8.0,3.8
9.0,3.15
10.0,3.4508196721311477
11.0,3.6890243902439024
12.0,2.861111111111111
13.0,3.9375
14.0,3.4516129032258065
15.0,2.3181818181818183
16.0,3.9488636363636362
17.0,3.9244186046511627
18.0,3.2884615384615383
19.0,2.597826086956522
20.0,2.5384615384615383
21.0,3.536842105263158
22.0,3.3552631578947367
23.0,3.090909090909091
24.0,3.0441176470588234
25.0,3.742574257425743
26.0,4.1
27.0,3.142857142857143
28.0,4.083333333333333
29.0,4.025
30.0,4.05
31.0,3.1785714285714284
32.0,3.923469387755102
34.0,3.6013513513513513
35.0,3.5454545454545454
36.0,3.9375
37.0,2.0
38.0,2.0
39.0,3.55
40.0,3.9166666666666665
41.0,4.021739130434782
42.0,2.3333333333333335
43.0,3.625
44.0,2.6973684210526314
45.0,3.5232558139534884
46.0,3.1666666666666665
47.0,4.034825870646766
48.0,2.9262295081967213
49.0,4.0
50.0,4.370646766169155
52.0,3.6372549019607843
53.0,5.0
54.0,3.6666666666666665
55.0,3.3333333333333335
57.0,3.142857142857143
58.0,4.0
59.0,4.0
60.0,2.828125
61.0,3.5714285714285716
62.0,3.689655172413793
63.0,2.8333333333333335
64.0,2.4
65.0,2.025
66.0,2.0
68.0,3.5
69.0,3.8181818181818183
70.0,3.0208333333333335
71.0,2.4285714285714284
72.0,3.1666666666666665
73.0,4.115384615384615
74.0,3.026315789473684
76.0,3.3333333333333335
77.0,4.0
78.0,3.2
79.0,2.9615384615384617
80.0,4.625
81.0,3.25
82.0,3.8
83.0,3.0
84.0,4.0
85.0,4.0625
86.0,3.764705882352941
87.0,1.6666666666666667
88.0,2.891304347826087
89.0,3.4411764705882355
92.0,3.5416666666666665
93.0,2.227272727272727
94.0,3.5681818181818183
95.0,3.1774193548387095
96.0,1.0
97.0,3.875
98.0,3.0
99.0,2.75
100.0,3.4285714285714284
101.0,3.8823529411764706
102.0,2.590909090909091
